Language,Cell,Position,Form,Meaning
Kunama,3d->2s,-1,H,[-1 +du]A->P[-1]
Kunama,3d->2d,-2,e,[-1 +2]AP1<->AP2[+3]
Kunama,3d->2d,-1,ː,P[-sg]
Kunama,3d->2p,-2,e,[-1 +2]AP1<->AP2[+3]
Kunama,3d->2p,-1,ː,P[-sg]
Kunama,3d->3s,-3,m,[+3 +du]A->P[+3]
Kunama,3d->3s,-2,i,[-1]A->P[+3]
Kunama,3d->3s,-1,H,[-1 +du]A->P[-1]
Kunama,3d->3d,-4,m,[+3 +du]A->P[+3]
Kunama,3d->3d,-3,i,[-1]A->P[+3]
Kunama,3d->3d,-2,H,[-1 +du]A->P[-1]
Kunama,3d->3d,-1,ː,P[-sg]
Kunama,3d->3p,-4,m,[+3 +du]A->P[+3]
Kunama,3d->3p,-3,i,[-1]A->P[+3]
Kunama,3d->3p,-2,H,[-1 +du]A->P[-1]
Kunama,3d->3p,-1,ː,P[-sg]
Kunama,3p->1s,-2,a,SAP[+1]
Kunama,3p->1s,-1,H,SAP[+1 -pl]
Kunama,3p->1de,-2,a,SAP[+1]
Kunama,3p->1de,-1,ː,P[-sg]
Kunama,3p->1pe,-2,a,SAP[+1]
Kunama,3p->1pe,-1,ː,P[-sg]
Kunama,3p->1di,-2,a,SAP[+1]
Kunama,3p->1di,-1,ː,P[-sg]
Kunama,3p->1pi,-2,a,SAP[+1]
Kunama,3p->1pi,-1,ː,P[-sg]
Kunama,3p->2s,-2,e,[-1 +2]AP1<->AP2[+3]
Kunama,3p->2s,-1,H,[-2 +pl]A->P[+2 +sg]
Kunama,3p->2d,-2,e,[-1 +2]AP1<->AP2[+3]
Kunama,3p->2d,-1,ː,P[-sg]
Kunama,3p->2p,-2,e,[-1 +2]AP1<->AP2[+3]
Kunama,3p->2p,-1,ː,P[-sg]
Kunama,3p->3s,-1,o,[+3 +pl]A->P[+3 +sg]
Kunama,3p->3d,-2,i,[-1]A->P[+3]
Kunama,3p->3d,-1,ː,P[-sg]
Kunama,3p->3p,-2,i,[-1]A->P[+3]
Kunama,3p->3p,-1,ː,P[-sg]
Lakhota,1s,-1,wa,SA[+1 -2]
Lakhota,1p,-1,uŋk,SAP[+1 -sg]
Lakhota,1p,1,pi,SAP[-sg]
Lakhota,1di,-1,uŋk,SAP[+1 -sg]
Lakhota,2s,-1,ya,SA[-1 +2]
Lakhota,2p,-1,ya,SA[-1 +2]
Lakhota,2p,1,pi,SAP[-sg]
Lakhota,3p,1,pi,SAP[-sg]
Lakhota,1s->2s,-1,c'i,[+1 -2]A->P[-1 +2]
Lakhota,1s->2p,-1,c'i,[+1 -2]A->P[-1 +2]
Lakhota,1s->2p,1,pi,SAP[-sg]
Lakhota,1s->3s,-1,wa,SA[+1 -2]
Lakhota,1s->3p,-2,wic'a,P[+3 +pl]
Lakhota,1s->3p,-1,wa,SA[+1 -2]
Lakhota,1p->2s,-2,uŋk,SAP[+1 -sg]
Lakhota,1p->2s,-1,ni,P[-1 +2]
Lakhota,1p->2s,1,pi,SAP[-sg]
Lakhota,1p->2p,-2,uŋk,SAP[+1 -sg]
Lakhota,1p->2p,-1,ni,P[-1 +2]
Lakhota,1p->2p,1,pi,SAP[-sg]
Lakhota,1p->3s,-1,uŋk,SAP[+1 -sg]
Lakhota,1p->3s,1,pi,SAP[-sg]
Lakhota,1p->3p,-2,wic'a,P[+3 +pl]
Lakhota,1p->3p,-1,uŋk,SAP[+1 -sg]
Lakhota,1p->3p,1,pi,SAP[-sg]
Lakhota,1di->3s,-1,uŋk,SAP[+1 -sg]
Lakhota,1di->3p,-2,wic'a,P[+3 +pl]
Lakhota,1di->3p,-1,uŋk,SAP[+1 -sg]
Lakhota,1di->3p,1,pi,SAP[-sg]
Lakhota,2s->1s,-2,ma,P[+1 -2]
Lakhota,2s->1s,-1,ya,SA[-1 +2]
Lakhota,2s->1p,-2,uŋk,SAP[+1 -sg]
Lakhota,2s->1p,-1,ya,SA[-1 +2]
Lakhota,2s->1p,1,pi,SAP[-sg]
Lakhota,2s->3s,-1,ya,SA[-1 +2]
Lakhota,2s->3p,-2,wic'a,P[+3 +pl]
Lakhota,2s->3p,-1,ya,SA[-1 +2]
Lakhota,2p->1s,-2,ma,P[+1 -2]
Lakhota,2p->1s,-1,ya,SA[-1 +2]
Lakhota,2p->1s,1,pi,SAP[-sg]
Lakhota,2p->1p,-2,uŋk,SAP[+1 -sg]
Lakhota,2p->1p,-1,ya,SA[-1 +2]
Lakhota,2p->1p,1,pi,SAP[-sg]
Lakhota,2p->3s,-1,ya,SA[-1 +2]
Lakhota,2p->3s,1,pi,SAP[-sg]
Lakhota,2p->3p,-2,wic'a,P[+3 +pl]
Lakhota,2p->3p,-1,ya,SA[-1 +2]
Lakhota,2p->3p,1,pi,SAP[-sg]
Lakhota,3s->1s,-1,ma,P[+1 -2]
Lakhota,3s->1p,-1,uŋk,SAP[+1 -sg]
Lakhota,3s->1p,1,pi,SAP[-sg]
Lakhota,3s->1di,-1,uŋk,SAP[+1 -sg]
Lakhota,3s->1di,1,pi,SAP[-sg]
Lakhota,3s->2s,-1,ni,P[-1 +2]
Lakhota,3s->2p,-1,ni,P[-1 +2]
Lakhota,3s->2p,1,pi,SAP[-sg]
Lakhota,3s->3p,-1,wic'a,P[+3 +pl]
Lakhota,3p->1s,-1,ma,P[+1 -2]
Lakhota,3p->1s,1,pi,SAP[-sg]
Lakhota,3p->1p,-1,uŋk,SAP[+1 -sg]
Lakhota,3p->1p,1,pi,SAP[-sg]
Lakhota,3p->1di,-1,uŋk,SAP[+1 -sg]
Lakhota,3p->1di,1,pi,SAP[-sg]
Lakhota,3p->2s,-1,ni,P[-1 +2]
Lakhota,3p->2s,1,pi,SAP[-sg]
Lakhota,3p->2p,-1,ni,P[-1 +2]
Lakhota,3p->2p,1,pi,SAP[-sg]
Lakhota,3p->3s,1,pi,SAP[-sg]
Lakhota,3p->3p,-1,wic'a,P[+3 +pl]
Lakhota,3p->3p,1,pi,SAP[-sg]
Maricopa,1s,-1,ʔ,SAP[+1]
Maricopa,1p,-1,ʔ,SAP[+1]
Maricopa,2s,-1,m,SAP[+2]
Maricopa,2p,-1,m,SAP[+2]
Maricopa,1s->2s,-1,ny,AP[+1]
Maricopa,1s->2p,-1,ny,AP[+1]
Maricopa,1s->3s,-1,ʔ,SAP[+1]
Maricopa,1s->3p,-1,ʔ,SAP[+1]
Maricopa,1p->2s,-1,ny,AP[+1]
Maricopa,1p->2p,-1,ny,AP[+1]
Maricopa,1p->3s,-1,ʔ,SAP[+1]
Maricopa,1p->3p,-1,ʔ,SAP[+1]
Maricopa,2s->1s,-3,ʔ,SAP[+1]
Maricopa,2s->1s,-2,ny,AP[+1]
Maricopa,2s->1s,-1,m,SAP[+2]
Maricopa,2s->1p,-3,ʔ,SAP[+1]
Maricopa,2s->1p,-2,ny,AP[+1]
Maricopa,2s->1p,-1,m,SAP[+2]
Maricopa,2s->3s,-1,m,SAP[+2]
Maricopa,2s->3p,-1,m,SAP[+2]
Maricopa,2p->1s,-3,ʔ,SAP[+1]
Maricopa,2p->1s,-2,ny,AP[+1]
Maricopa,2p->1s,-1,m,SAP[+2]
Maricopa,2p->1p,-3,ʔ,SAP[+1]
Maricopa,2p->1p,-2,ny,AP[+1]
Maricopa,2p->1p,-1,m,SAP[+2]
Maricopa,2p->3s,-1,m,SAP[+2]
Maricopa,2p->3p,-1,m,SAP[+2]
Maricopa,3s->1s,-1,ny,AP[+1]
Maricopa,3s->1p,-1,ny,AP[+1]
Maricopa,3s->2s,-1,m,SAP[+2]
Maricopa,3s->2p,-1,m,SAP[+2]
Maricopa,3p->1s,-1,ny,AP[+1]
Maricopa,3p->1p,-1,ny,AP[+1]
Maricopa,3p->2s,-1,m,SAP[+2]
Maricopa,3p->2p,-1,m,SAP[+2]
Maung,1s,-1,ŋa,S[+1 +sg]
Maung,1pe,-1,ŋar,SAP[+1 -2 +pl]
Maung,1pi,-1,gar,SAP[+1 +2]
Maung,2s,-1,gan,S[+2 +sg]
Maung,2p,-1,gur,SAP[-1 +2 +pl]
Maung,3.I,-2,g,SP[+3]
Maung,3.I,-1,i,SAP[+3 +sg]
Maung,3.III,-3,g,SP[+3]
Maung,3.III,-2,aw,SP[+3 +pl]
Maung,3.III,-1,u,S[+3 +pl]
Maung,3.II,-3,g,SP[+3]
Maung,3.II,-2,i,SAP[+3 +sg]
Maung,3.II,-1,nj,SP[+sg -masc]
Maung,3.IV,-2,g,SP[+3]
Maung,3.IV,-1,aŋ,SP[ground]
Maung,3.V,-2,g,SP[+3]
Maung,3.V,-1,ama,SP[tree]
Maung,3.VI,-3,g,SP[+3]
Maung,3.VI,-2,a,S[veget]
Maung,3.VI,-1,aw,SP[veget]
Maung,1s->2s,-2,gu,AP[+2 +sg]
Maung,1s->2s,-1,un,P[+hum]
Maung,1s->2p,-2,gur,SAP[-1 +2 +pl]
Maung,1s->2p,-1,un,P[+hum]
Maung,1s->3.I,-2,ŋa,[+sg]AP1<->AP2[-1]
Maung,1s->3.I,-1,i,SAP[+3 +sg]
Maung,1s->3.II,-3,ŋa,[+sg]AP1<->AP2[-1]
Maung,1s->3.II,-2,i,SAP[+3 +sg]
Maung,1s->3.II,-1,nj,SP[+sg -masc]
Maung,1s->3.III,-2,ŋa,[+sg]AP1<->AP2[-1]
Maung,1s->3.III,-1,bun,[-3]A->P[+3 +pl]
Maung,1s->3.IV,-2,ŋa,[+sg]AP1<->AP2[-1]
Maung,1s->3.IV,-1,uŋ,[-3]A->P[ground]
Maung,1s->3.V,-3,ŋa,[+sg]AP1<->AP2[-1]
Maung,1s->3.V,-2,nj,[+1 +sg]A->P[tree]
Maung,1s->3.V,-1,ba,[-3]A->P[tree]
Maung,1s->3.VI,-2,ŋa,[+sg]AP1<->AP2[-1]
Maung,1s->3.VI,-1,aw,SP[veget]
Maung,1pe->2s,-3,gu,AP[+2 +sg]
Maung,1pe->2s,-2,r,[-3 +pl]A->P[-3 +sg]
Maung,1pe->2s,-1,un,P[+hum]
Maung,1pe->2p,-2,gur,SAP[-1 +2 +pl]
Maung,1pe->2p,-1,un,P[+hum]
Maung,1pe->3.I,-2,ŋar,SAP[+1 -2 +pl]
Maung,1pe->3.I,-1,i,SAP[+3 +sg]
Maung,1pe->3.II,-3,ŋar,SAP[+1 -2 +pl]
Maung,1pe->3.II,-2,i,SAP[+3 +sg]
Maung,1pe->3.II,-1,nj,SP[+sg -masc]
Maung,1pe->3.III,-2,ŋar,SAP[+1 -2 +pl]
Maung,1pe->3.III,-1,bun,[-3]A->P[+3 +pl]
Maung,1pe->3.IV,-2,nar,[+1 -2 +pl]A->P[ground]
Maung,1pe->3.IV,-1,uŋ,[-3]A->P[ground]
Maung,1pe->3.V,-2,ŋar,SAP[+1 -2 +pl]
Maung,1pe->3.V,-1,ba,[-3]A->P[tree]
Maung,1pe->3.VI,-2,ŋar,SAP[+1 -2 +pl]
Maung,1pe->3.VI,-1,aw,SP[veget]
Maung,1pi->3.I,-2,gar,SAP[+1 +2]
Maung,1pi->3.I,-1,i,SAP[+3 +sg]
Maung,1pi->3.II,-3,gar,SAP[+1 +2]
Maung,1pi->3.II,-2,i,SAP[+3 +sg]
Maung,1pi->3.II,-1,nj,SP[+sg -masc]
Maung,1pi->3.III,-2,gar,SAP[+1 +2]
Maung,1pi->3.III,-1,bun,[-3]A->P[+3 +pl]
Maung,1pi->3.IV,-2,gar,SAP[+1 +2]
Maung,1pi->3.IV,-1,uŋ,[-3]A->P[ground]
Maung,1pi->3.V,-2,gar,SAP[+1 +2]
Maung,1pi->3.V,-1,ba,[-3]A->P[tree]
Maung,1pi->3.VI,-2,gar,SAP[+1 +2]
Maung,1pi->3.VI,-1,aw,SP[veget]
Maung,2s->1s,-2,ŋa,[+sg]AP1<->AP2[-1]
Maung,2s->1s,-1,n,[-1 +hum]A->P[+1 +sg]
Maung,2s->1pe,-2,ŋar,SAP[+1 -2 +pl]
Maung,2s->1pe,-1,un,P[+hum]
Maung,2s->3.I,-1,gu,AP[+2 +sg]
Maung,2s->3.II,-3,gu,AP[+2 +sg]
Maung,2s->3.II,-2,i,SAP[+3 +sg]
Maung,2s->3.II,-1,nj,SP[+sg -masc]
Maung,2s->3.III,-3,g,SP[+3]
Maung,2s->3.III,-2,an,[+2 +sg]A->P[+3 +pl]
Maung,2s->3.III,-1,bun,[-3]A->P[+3 +pl]
Maung,2s->3.IV,-2,gu,AP[+2 +sg]
Maung,2s->3.IV,-1,uŋ,[-3]A->P[ground]
Maung,2s->3.V,-3,g,SP[+3]
Maung,2s->3.V,-2,an,[+2 +sg]A->P[tree]
Maung,2s->3.V,-1,ba,[-3]A->P[tree]
Maung,2s->3.VI,-2,gu,AP[+2 +sg]
Maung,2s->3.VI,-1,aw,SP[veget]
Maung,2p->1s,-3,ŋa,[+sg]AP1<->AP2[-1]
Maung,2p->1s,-2,r,[-3 +pl]A->P[-3 +sg]
Maung,2p->1s,-1,un,P[+hum]
Maung,2p->1pe,-2,ŋar,SAP[+1 -2 +pl]
Maung,2p->1pe,-1,un,P[+hum]
Maung,2p->3.I,-2,gur,SAP[-1 +2 +pl]
Maung,2p->3.I,-1,i,SAP[+3 +sg]
Maung,2p->3.II,-3,gur,SAP[-1 +2 +pl]
Maung,2p->3.II,-2,i,SAP[+3 +sg]
Maung,2p->3.II,-1,nj,SP[+sg -masc]
Maung,2p->3.III,-2,gur,SAP[-1 +2 +pl]
Maung,2p->3.III,-1,bun,[-3]A->P[+3 +pl]
Maung,2p->3.IV,-2,gur,SAP[-1 +2 +pl]
Maung,2p->3.IV,-1,uŋ,[-3]A->P[ground]
Maung,2p->3.V,-2,gur,SAP[-1 +2 +pl]
Maung,2p->3.V,-1,ba,[-3]A->P[tree]
Maung,2p->3.VI,-2,gur,SAP[-1 +2 +pl]
Maung,2p->3.VI,-1,aw,SP[veget]
Maung,3.I->1s,-3,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.I->1s,-2,n,[+masc]A->P[-2]
Maung,3.I->1s,-1,i,SAP[+3 +sg]
Maung,3.I->1pe,-3,ŋar,SAP[+1 -2 +pl]
Maung,3.I->1pe,-2,un,P[+hum]
Maung,3.I->1pe,-1,i,SAP[+3 +sg]
Maung,3.I->1pi,-3,gar,SAP[+1 +2]
Maung,3.I->1pi,-2,un,P[+hum]
Maung,3.I->1pi,-1,i,SAP[+3 +sg]
Maung,3.I->2s,-3,gu,AP[+2 +sg]
Maung,3.I->2s,-2,un,P[+hum]
Maung,3.I->2s,-1,i,SAP[+3 +sg]
Maung,3.I->2p,-3,gur,SAP[-1 +2 +pl]
Maung,3.I->2p,-2,un,P[+hum]
Maung,3.I->2p,-1,i,SAP[+3 +sg]
Maung,3.I->3.I,-4,g,SP[+3]
Maung,3.I->3.I,-3,i,[+masc]A->P[+3 +sg]
Maung,3.I->3.I,-2,n,[+masc]A->P[-2]
Maung,3.I->3.I,-1,i,SAP[+3 +sg]
Maung,3.I->3.II,-4,g,SP[+3]
Maung,3.I->3.II,-3,i,[+masc]A->P[+3 +sg]
Maung,3.I->3.II,-2,nj,SP[+sg -masc]
Maung,3.I->3.II,-1,i,SAP[+3 +sg]
Maung,3.I->3.III,-4,g,SP[+3]
Maung,3.I->3.III,-3,aw,SP[+3 +pl]
Maung,3.I->3.III,-2,un,P[+hum]
Maung,3.I->3.III,-1,i,SAP[+3 +sg]
Maung,3.I->3.IV,-4,g,SP[+3]
Maung,3.I->3.IV,-3,aŋ,SP[ground]
Maung,3.I->3.IV,-2,n,[+masc]A->P[-2]
Maung,3.I->3.IV,-1,i,SAP[+3 +sg]
Maung,3.I->3.V,-4,g,SP[+3]
Maung,3.I->3.V,-3,ama,SP[tree]
Maung,3.I->3.V,-2,n,[+masc]A->P[-2]
Maung,3.I->3.V,-1,i,SAP[+3 +sg]
Maung,3.I->3.VI,-4,g,SP[+3]
Maung,3.I->3.VI,-3,a,[+masc]A->P[veget]
Maung,3.I->3.VI,-2,n,[+masc]A->P[-2]
Maung,3.I->3.VI,-1,i,SAP[+3 +sg]
Maung,3.III->1s,-3,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.III->1s,-2,n,[-1 +hum]A->P[+1 +sg]
Maung,3.III->1s,-1,bu,A[+3 +pl]
Maung,3.III->1pe,-3,ŋar,SAP[+1 -2 +pl]
Maung,3.III->1pe,-2,un,P[+hum]
Maung,3.III->1pe,-1,bu,A[+3 +pl]
Maung,3.III->1pi,-3,gar,SAP[+1 +2]
Maung,3.III->1pi,-2,un,P[+hum]
Maung,3.III->1pi,-1,bu,A[+3 +pl]
Maung,3.III->2s,-3,gu,AP[+2 +sg]
Maung,3.III->2s,-2,un,P[+hum]
Maung,3.III->2s,-1,bu,A[+3 +pl]
Maung,3.III->2p,-3,gur,SAP[-1 +2 +pl]
Maung,3.III->2p,-2,un,P[+hum]
Maung,3.III->2p,-1,bu,A[+3 +pl]
Maung,3.III->3.I,-3,g,SP[+3]
Maung,3.III->3.I,-2,i,SAP[+3 +sg]
Maung,3.III->3.I,-1,bu,A[+3 +pl]
Maung,3.III->3.II,-4,g,SP[+3]
Maung,3.III->3.II,-3,i,SAP[+3 +sg]
Maung,3.III->3.II,-2,nj,SP[+sg -masc]
Maung,3.III->3.II,-1,bu,A[+3 +pl]
Maung,3.III->3.III,-4,g,SP[+3]
Maung,3.III->3.III,-3,aw,SP[+3 +pl]
Maung,3.III->3.III,-2,un,P[+hum]
Maung,3.III->3.III,-1,bu,A[+3 +pl]
Maung,3.III->3.IV,-3,g,SP[+3]
Maung,3.III->3.IV,-2,aŋ,SP[ground]
Maung,3.III->3.IV,-1,bu,A[+3 +pl]
Maung,3.III->3.V,-3,g,SP[+3]
Maung,3.III->3.V,-2,ama,SP[tree]
Maung,3.III->3.V,-1,bu,A[+3 +pl]
Maung,3.III->3.VI,-1,gabu,[+3 +pl]A->P[veget]
Maung,3.II->1s,-2,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.II->1s,-1,nŋa,P[+1 +sg]
Maung,3.II->1pe,-2,ŋar,SAP[+1 -2 +pl]
Maung,3.II->1pe,-1,unŋa,P[-3 +pl]
Maung,3.II->1pi,-2,gar,SAP[+1 +2]
Maung,3.II->1pi,-1,unŋa,P[-3 +pl]
Maung,3.II->2s,-3,gu,AP[+2 +sg]
Maung,3.II->2s,-2,un,P[+hum]
Maung,3.II->2s,-1,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.II->2p,-2,gur,SAP[-1 +2 +pl]
Maung,3.II->2p,-1,unŋa,P[-3 +pl]
Maung,3.II->3.I,-3,g,SP[+3]
Maung,3.II->3.I,-2,i,SAP[+3 +sg]
Maung,3.II->3.I,-1,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.II->3.II,-4,g,SP[+3]
Maung,3.II->3.II,-3,i,SAP[+3 +sg]
Maung,3.II->3.II,-2,nj,SP[+sg -masc]
Maung,3.II->3.II,-1,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.II->3.III,-4,g,SP[+3]
Maung,3.II->3.III,-3,aw,SP[+3 +pl]
Maung,3.II->3.III,-2,un,P[+hum]
Maung,3.II->3.III,-1,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.II->3.IV,-3,g,SP[+3]
Maung,3.II->3.IV,-2,aŋ,SP[ground]
Maung,3.II->3.IV,-1,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.II->3.V,-3,g,SP[+3]
Maung,3.II->3.V,-2,ama,SP[tree]
Maung,3.II->3.V,-1,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.II->3.VI,-1,gaga,[-masc]A->P[veget]
Maung,3.IV->1s,-2,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.IV->1s,-1,nŋa,P[+1 +sg]
Maung,3.IV->1pe,-2,ŋar,SAP[+1 -2 +pl]
Maung,3.IV->1pe,-1,unŋa,P[-3 +pl]
Maung,3.IV->1pi,-2,gar,SAP[+1 +2]
Maung,3.IV->1pi,-1,unŋa,P[-3 +pl]
Maung,3.IV->2s,-3,gu,AP[+2 +sg]
Maung,3.IV->2s,-2,un,P[+hum]
Maung,3.IV->2s,-1,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.IV->2p,-2,gur,SAP[-1 +2 +pl]
Maung,3.IV->2p,-1,unŋa,P[-3 +pl]
Maung,3.IV->3.I,-3,g,SP[+3]
Maung,3.IV->3.I,-2,i,SAP[+3 +sg]
Maung,3.IV->3.I,-1,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.IV->3.II,-4,g,SP[+3]
Maung,3.IV->3.II,-3,i,SAP[+3 +sg]
Maung,3.IV->3.II,-2,nj,SP[+sg -masc]
Maung,3.IV->3.II,-1,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.IV->3.III,-4,g,SP[+3]
Maung,3.IV->3.III,-3,aw,SP[+3 +pl]
Maung,3.IV->3.III,-2,un,P[+hum]
Maung,3.IV->3.III,-1,ŋa,[-hum]A->P[+3]
Maung,3.IV->3.IV,-3,g,SP[+3]
Maung,3.IV->3.IV,-2,aŋ,SP[ground]
Maung,3.IV->3.IV,-1,ŋa,[-hum]A->P[+3]
Maung,3.IV->3.V,-3,g,SP[+3]
Maung,3.IV->3.V,-2,ama,SP[tree]
Maung,3.IV->3.V,-1,ŋa,[-hum]A->P[+3]
Maung,3.IV->3.VI,-1,gaga,[-masc]A->P[veget]
Maung,3.V->1s,-2,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.V->1s,-1,nŋa,P[+1 +sg]
Maung,3.V->1pe,-2,ŋar,SAP[+1 -2 +pl]
Maung,3.V->1pe,-1,unŋa,P[-3 +pl]
Maung,3.V->1pi,-2,gar,SAP[+1 +2]
Maung,3.V->1pi,-1,unŋa,P[-3 +pl]
Maung,3.V->2s,-3,gu,AP[+2 +sg]
Maung,3.V->2s,-2,un,P[+hum]
Maung,3.V->2s,-1,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.V->2p,-2,gur,SAP[-1 +2 +pl]
Maung,3.V->2p,-1,unŋa,P[-3 +pl]
Maung,3.V->3.I,-3,g,SP[+3]
Maung,3.V->3.I,-2,i,SAP[+3 +sg]
Maung,3.V->3.I,-1,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.V->3.II,-4,g,SP[+3]
Maung,3.V->3.II,-3,i,SAP[+3 +sg]
Maung,3.V->3.II,-2,nj,SP[+sg -masc]
Maung,3.V->3.II,-1,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.V->3.III,-4,g,SP[+3]
Maung,3.V->3.III,-3,aw,SP[+3 +pl]
Maung,3.V->3.III,-2,un,P[+hum]
Maung,3.V->3.III,-1,ŋa,[-hum]A->P[+3]
Maung,3.V->3.IV,-3,g,SP[+3]
Maung,3.V->3.IV,-2,aŋ,SP[ground]
Maung,3.V->3.IV,-1,ŋa,[-hum]A->P[+3]
Maung,3.V->3.V,-3,g,SP[+3]
Maung,3.V->3.V,-2,ama,SP[tree]
Maung,3.V->3.V,-1,ŋa,[-hum]A->P[+3]
Maung,3.V->3.VI,-1,gaga,[-masc]A->P[veget]
Maung,3.VI->1s,-2,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.VI->1s,-1,nŋa,P[+1 +sg]
Maung,3.VI->1pe,-2,ŋar,SAP[+1 -2 +pl]
Maung,3.VI->1pe,-1,unŋa,P[-3 +pl]
Maung,3.VI->1pi,-2,gar,SAP[+1 +2]
Maung,3.VI->1pi,-1,unŋa,P[-3 +pl]
Maung,3.VI->2s,-3,gu,AP[+2 +sg]
Maung,3.VI->2s,-2,un,P[+hum]
Maung,3.VI->2s,-1,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.VI->2p,-2,gur,SAP[-1 +2 +pl]
Maung,3.VI->2p,-1,unŋa,P[-3 +pl]
Maung,3.VI->3.I,-3,g,SP[+3]
Maung,3.VI->3.I,-2,i,SAP[+3 +sg]
Maung,3.VI->3.I,-1,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.VI->3.II,-4,g,SP[+3]
Maung,3.VI->3.II,-3,i,SAP[+3 +sg]
Maung,3.VI->3.II,-2,nj,SP[+sg -masc]
Maung,3.VI->3.II,-1,ŋa,[+sg]AP1<->AP2[-1]
Maung,3.VI->3.III,-4,g,SP[+3]
Maung,3.VI->3.III,-3,aw,SP[+3 +pl]
Maung,3.VI->3.III,-2,un,P[+hum]
Maung,3.VI->3.III,-1,ŋa,[-hum]A->P[+3]
Maung,3.VI->3.IV,-3,g,SP[+3]
Maung,3.VI->3.IV,-2,aŋ,SP[ground]
Maung,3.VI->3.IV,-1,ŋa,[-hum]A->P[+3]
Maung,3.VI->3.V,-3,g,SP[+3]
Maung,3.VI->3.V,-2,ama,SP[tree]
Maung,3.VI->3.V,-1,ŋa,[-hum]A->P[+3]
Maung,3.VI->3.VI,-1,gaga,[-masc]A->P[veget]
Mordvin,1s,1,n,SA[+1]
Mordvin,1p,1,t,[]S
Mordvin,1p,2,n,SA[+1]
Mordvin,1p,3,e,S[-3 +pl]
Mordvin,2s,1,t,[]S
Mordvin,2p,1,t,[]S
Mordvin,2p,2,d,S[+2 +pl]
Mordvin,2p,3,e,S[-3 +pl]
Mordvin,3s,1,i,S[+3]
Mordvin,3p,1,i,S[+3]
Mordvin,3p,2,t,[]S
Mordvin,1s->2s,1,t,P[+2 +sg]
Mordvin,1s->2s,2,n,SA[+1]
Mordvin,1s->2p,1,ttiz,P[+2]
Mordvin,1s->3s,1,sa,[+1 +sg]A->P[+3 +sg]
Mordvin,1s->3p,1,siz,P[+3]
Mordvin,1s->3p,2,n,SA[+1]
Mordvin,1p->2s,1,ttiz,P[+2]
Mordvin,1p->2p,1,ttiz,P[+2]
Mordvin,1p->3s,1,siz,P[+3]
Mordvin,1p->3s,2,n,SA[+1]
Mordvin,1p->3s,3,ek,A[+1 +pl]
Mordvin,1p->3p,1,siz,P[+3]
Mordvin,1p->3p,2,n,SA[+1]
Mordvin,1p->3p,3,ek,A[+1 +pl]
Mordvin,2s->1s,1,smk,[+2 +sg]A->P[+1 +sg]
Mordvin,2s->1p,1,smiz,P[+1]
Mordvin,2s->3s,1,sk,[+2 +sg]A->P[+3 +sg]
Mordvin,2s->3p,1,siz,P[+3]
Mordvin,2s->3p,2,t,[+2 +sg]AP1<->AP2[+3]
Mordvin,2p->1s,1,smiz,P[+1]
Mordvin,2p->1p,1,smiz,P[+1]
Mordvin,2p->3s,1,siz,P[+3]
Mordvin,2p->3s,2,nk,[+2 +pl]A->P[+3]
Mordvin,2p->3p,1,siz,P[+3]
Mordvin,2p->3p,2,nk,[+2 +pl]A->P[+3]
Mordvin,3s->1s,1,smm,[+3 +sg]A->P[+1 +sg]
Mordvin,3s->1p,1,smiz,P[+1]
Mordvin,3s->2s,1,t,[+2 +sg]AP1<->AP2[+3]
Mordvin,3s->2s,2,nze,[+3 +sg]A->P[-1]
Mordvin,3s->2s,3,t,P[+2 +sg]
Mordvin,3s->2p,1,ttiz,P[+2]
Mordvin,3s->3s,1,si,[+3 +sg]A->P[+3 +sg]
Mordvin,3s->3p,1,siz,P[+3]
Mordvin,3s->3p,2,nze,[+3 +sg]A->P[-1]
Mordvin,3p->1s,1,smiz,P[+1]
Mordvin,3p->1p,1,smiz,P[+1]
Mordvin,3p->2s,1,ttiz,P[+2]
Mordvin,3p->2p,1,ttiz,P[+2]
Mordvin,3p->3s,1,siz,P[+3]
Mordvin,3p->3p,1,siz,P[+3]
Nocte,1s,1,ə,S[+1]
Nocte,1s,2,ŋ,SA[+1 +sg]
Nocte,1p,1,ə,S[+1]
Nocte,2s,1,ɔʔ,SA[+2 +sg]
Nocte,2p,1,ən,SA[+2 +pl]
Nocte,3s,1,a,S[+3]
